,PaperID,Title,FieldsOfStudy,FieldsOfStudy_s2,Journal
4601,558cc1a9f595dbb5bfc30b206f7bc7110b88a712,Gender differences on benefits and risks associated with oral antithrombotic medications for coronary artery disease,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Expert Opinion on Drug Safety', 'pages': '1041 - 1052', 'volume': '17'}"
4602,2b2976612472d53044170fa6de2367a0cc35bdae,Gender-Related Differences in Collaborative Learning in a 3D Virtual Reality Environment by Elementary School Students,"['Computer Science', 'Psychology']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'J. Educ. Technol. Soc.', 'pages': '204-216', 'volume': '21'}"
4603,02e3aeb066efff99af157e6ee67118dab171093a,"Gender Differences in Smartphone Addiction Behaviors Associated With Parent–Child Bonding, Parent–Child Communication, and Parental Mediation Among Korean Elementary School Students","['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of Addictions Nursing', 'pages': '244–254', 'volume': '29'}"
4604,1406656373a1e769df768f617496b1e8ed2f7003,Gender differences in tourism behaviour in the European Union,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': 'Eastern Journal of European Studies', 'pages': '23-43', 'volume': ''}"
4605,8bd1b8855a820e48baf2a4d3b0ca70d875d6408d,Categorizing Competence: Consumer debt and the reproduction of gender-based status differences,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': 'Organization Studies', 'pages': '1179 - 1202', 'volume': '39'}"
4606,c19ba82cf8d4d112be14535ea767c18662e5ad67,"Gates to retirement and gender differences: Macroeconomic conditions, job satisfaction, and age","['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Journal of Women & Aging', 'pages': '503 - 519', 'volume': '30'}"
4607,d5f94059ceabf9a2710a6bf8c9914ae9edf28a56,Total Sleep Deprivation and Recovery Sleep Affect the Diurnal Variation of Agility Performance: The Gender Differences.,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]",{'name': 'Journal of Strength and Conditioning Research'}
4608,28d9c9c30a133c8d8a51b4bf0e1c98f7b56ca212,Gender Differences in Environmental Perspectives among Urban Design Professionals,['Engineering'],"[{'category': 'Engineering', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Buildings', 'pages': '59', 'volume': '8'}"
4609,377ef421e2f3e4181e140fd60b25bec0d7c1366b,Gender Differences in Crowdfunding-Entrepreneur Overconfidence and Campaign Outcomes ∗,,"[{'category': 'Business', 'source': 's2-fos-model'}]",
4610,4115475a384d4721e7187d9aa0ac2e584dbbdcc0,Gender differences in participatory leadership: An examination of principals’ time spent working with others,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'International Journal of Education', 'volume': '12'}"
4611,900fe576e2b1ea8c67d0f0253a5d151b58d2de87,Successful Reintegration and Mental Health: An Examination of Gender Differences Among Reentering Offenders,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}]","{'name': 'Criminal Justice and Behavior', 'pages': '1121 - 1135', 'volume': '45'}"
4612,edb07e09743d7658ed0f31c23cb9cf7d62481a19,"Understanding the trust building mechanisms in social media: Regulatory effectiveness, trust transfer, and gender difference","['Psychology', 'Computer Science']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'Aslib J. Inf. Manag.', 'pages': '498-517', 'volume': '70'}"
4613,64616be2baaf402818a2203a3e832ec594aa1519,"Child Overweight and Obesity in Shanghai, China: Contextualizing Chinese Socioeconomic and Gender Differences",['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'International Journal of Behavioral Medicine', 'pages': '141-149', 'volume': '25'}"
4614,cb43da89589beb0a9516bfec946420c41bd1fdb6,Gender differences in gambling preferences and problem gambling: a network-level analysis,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}]","{'name': 'International Gambling Studies', 'pages': '512 - 525', 'volume': '18'}"
4615,6970346c272ea37abf78b0af01a4089801877df3,"Gender and national origin differences in healthcare utilization among U.S. Immigrants from Mexico, China, and India",['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Political Science', 'source': 's2-fos-model'}]","{'name': 'Ethnicity & Health', 'pages': '867 - 883', 'volume': '23'}"
4616,ab9b6f75c274b58d1e955b555371455641e72066,Gender differences in scientific productivity and visibility in core neurosurgery journals: Citations and social media metrics,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Research Evaluation', 'pages': '262-269', 'volume': '27'}"
4617,253bb204dd48f1ffc7c8482bf5104bfe86bb4213,Aristolochic acid containing herbs induce gender-related oncological differences in upper tract urothelial carcinoma patients,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Cancer Management and Research', 'pages': '6627 - 6639', 'volume': '10'}"
4618,171f8aa4a4aa875b35e138c3e127d06550d7b401,[Does gender make a difference in orthodontics? A literature review].,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': ""L' Orthodontie francaise"", 'pages': '\n          157-168\n        ', 'volume': '89 2'}"
4619,62692cda16692f16e6212fd68b7562575218d19a,The Economics of the Gender Wage Gap in Armenia,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'World Bank Policy Research Working Paper Series'}
4620,592d4482f4eb491ba1734cf334b8fd1162fd6a9d,Investigating gender and ethnicity differences in proximal humeral morphology using a statistical shape model,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Journal of Orthopaedic Research®', 'volume': '36'}"
4621,b105fab92a9368a62310d09edbc0b0f80443d880,Gender differences in the association of periodontitis and type 2 diabetes.,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'International dental journal', 'pages': '\n          433-440\n        ', 'volume': '68 6'}"
4622,c5457f349c2f0396225e5b7266ccb24b281763d1,Effects of intensive use of computers in secondary school on gender differences in attitudes towards ICT: A systematic review,"['Psychology', 'Computer Science']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Education and Information Technologies', 'pages': '2111-2139', 'volume': '23'}"
4623,6cd4922aa07fafcede68d8052a85ffeb561fb845,Gender and age-related cell compositional differences in C57BL/6 murine adipose tissue stromal vascular fraction,"['Biology', 'Medicine']","[{'category': 'Biology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Biology', 'source': 's2-fos-model'}]","{'name': 'Adipocyte', 'pages': '183 - 189', 'volume': '7'}"
4624,4ff0e210240e35e8a04972554dd8cf1241d24a3b,Gender differences in functional connectivities between insular subdivisions and selective pain-related brain structures,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'The Journal of Headache and Pain', 'volume': '19'}"
4625,f04e7836ce79a86b97720b3f8fabc9636a63a7e4,Chinese mothers’ and fathers’ involvement in toddler play activity: type variations and gender differences,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Early Child Development and Care', 'pages': '179 - 190', 'volume': '189'}"
4626,0e556a613f6b0472ba970718a2c59638a6457218,Gender differences in the provision of injection initiation assistance: a comparison of three North American settings,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Harm Reduction Journal', 'volume': '15'}"
4627,cf3d7bd6d8e65a19abc90a9a0fb0d21d2d390a56,Exploring the Antecedents of the Gender Pay Gap in U.S. Higher Education,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'Public Administration Review', 'pages': '375-385', 'volume': '78'}"
4628,4d298854ad02f8090effa25d34949e88f942255f,Examining The Politics of Gendered Difference in Feminine Leadership: The Absence of ‘Female Masculinity',['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': '', 'pages': '125-149', 'volume': ''}"
4629,c3a1c5abe2ec818c4a4ba1d3b6ef0c1aabf14ae6,You eat “like a girl”: gender differences in content and effects of food advertising depicting sports,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Journal of Food Products Marketing', 'pages': '233 - 256', 'volume': '25'}"
4630,9270aaf2188618282cff3c0f1d5a50fb0fa9402a,R&D team composition and product innovation: gender diversity makes a difference,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'European Journal of International Management', 'volume': ''}"
4631,b4ebd952e2f731919564bff141ec023428b40fef,Gender Differences in Energy Expenditure During Walking With Backpack and Double-Pack Loads,"['Psychology', 'Computer Science', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Human Factors: The Journal of Human Factors and Ergonomics Society', 'pages': '203 - 213', 'volume': '61'}"
4632,7f6c54a906d6e8bf149ae7d7f31645f44821ad56,"Does Age Exacerbate the Gender-Wage Gap? New Method and Evidence From Germany, 1984–2014",['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': 'Feminist Economics', 'pages': '108 - 130', 'volume': '24'}"
4633,11f5d67701b75b32d0daac67b3d622b16093f35d,The Gender Gap in Economics Degrees: An Investigation of the Role Model and Quantitative Requirements Hypotheses,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Southern Economic Journal', 'pages': '898-911', 'volume': '84'}"
4634,dea69037905a8a582467c75db80f0272e631ca78,Gender Gaps in Letter-Sound Knowledge Persist Across the First School Year,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Frontiers in Psychology', 'volume': '9'}"
4635,eab2d600e7492ba67cb58dfa4288d22320dc4c2f,Does Gender Make a Difference? Gender Differences in the Motivations and Strategies of Female and Male Academic Entrepreneurs,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': '', 'pages': '65-82', 'volume': ''}"
4636,8aa6c70c03e926275a0225a089c90da97058ba29,Science’s vast gender pay gap revealed in UK wage data,,"[{'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Nature', 'pages': '160 - 160', 'volume': '556'}"
4637,8892a1147ae268165629953ff7186f7f0d8de0cd,Psychological Capital: Gender Differences and its Relationship with Job Involvement,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]",{'name': 'Defence Life Science Journal'}
4638,8c2e4f960d5f5e613fb3472c691248fc3221d367,Gender Differences in Depression Among Veterans With Spinal Cord Injury,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Rehabilitation Psychology', 'pages': '221–229', 'volume': '63'}"
4639,930cbbb9716679775bb79945643d4cba722b0002,Factors Influencing Student STEM Career Choices: Gender Differences,,"[{'category': 'Education', 'source': 's2-fos-model'}]",{'name': 'Journal of Research in STEM Education'}
4640,e7e7f88b5e023a1a174e33021ddc26752b3e6712,Gender differences in toddlers’ language and participation in language activities in Norwegian ECEC institutions,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'European Early Childhood Education Research Journal', 'pages': '375 - 392', 'volume': '26'}"
4641,ef073e85e7d6c5e1e7e6afce9998346a7988860b,The Gender Gap in Citations: Lessons from Demographic Economics Journals,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
4642,bb0e828b142d21d5bcac181d97aa6135d5f18f49,"The Science of Salt: A focused review on salt‐related knowledge, attitudes and behaviors, and gender differences",['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'The Journal of Clinical Hypertension', 'pages': '850 - 866', 'volume': '20'}"
4643,11153fa68c794f0f00b0292fb86b99ec44666665,Facebook Addiction and Depression: A Comparative Study of Gender Differences,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Humanities and social sciences', 'pages': '55-62', 'volume': '25'}"
4644,3d610b1b4e63b66e1ae4efbbc50c47a79d5e8c22,Investigating the Impact of Relationship Quality During an Internship on Millennials’ Career Decisions and Gender Differences,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'Journal of Hospitality & Tourism Education', 'pages': '71 - 84', 'volume': '30'}"
4645,99a5125d1a59fc3c5c583c5d42919e371abce3a8,Gender differences in giving in the Dictator Game: the role of reluctant altruism,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Journal of the Economic Science Association', 'pages': '110-122', 'volume': '4'}"
4646,4a7a80722e4359bb0edf4c14d84f694b1d78e195,"Cross-national comparison of gender differences in the enrollment in and completion of science, technology, engineering, and mathematics Massive Open Online Courses",['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'PLoS ONE', 'volume': '13'}"
4647,844776027cc42d400a7fcb05826a7e1b5113f722,Gender-Specific Differences in Access to Polysomnography and Prevalence of Sleep Disorders,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of Womens Health', 'pages': '525-530', 'volume': '27'}"
4648,1c20675359e45b3d91ed089e8d24dbeb72542d0c,Gender differences in symptoms and functional status in patients with atrial fibrillation undergoing catheter ablation,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Pacing and Clinical Electrophysiology', 'pages': '224 - 229', 'volume': '42'}"
4649,8b32baab0c6891e45956be59c7e0d6b840f921fd,Gender Pay Gap: A Macro Perspective,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'Asian Development Bank Institute Research Paper Series'}
4650,a2b247c4bbe0f50b77a1f1cd122d2e71a126f3a0,"Sedentary behaviour and health at work: an investigation of industrial sector, job role, gender and geographical differences","['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'Ergonomics', 'pages': '21 - 30', 'volume': '62'}"
4651,708001c625d251de0476eecbe86a149947ba5dac,Gender differences in relations between alcohol-related compensatory behavior and eating pathology,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity', 'pages': '1-7', 'volume': ''}"
4652,eb6fcbd9ae42e062ac2ee8dd5ecca1782dd7797c,"Gender Differences in Prognosis and Risk Stratification of Brugada Syndrome: A Pooled Analysis of 4,140 Patients From 24 Clinical Trials",['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 's2-fos-model'}]","{'name': 'Frontiers in Physiology', 'volume': '9'}"
4653,69dbd65ab266e6332aa39560863cacb09172e01d,Gender Differences in the Initiation of Negotiations,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Psychological Bulletin', 'volume': ''}"
4654,34d7941f6a555d0a9885177d53845a4fa83ad918,Gender Differences in Motivation and Teacher Performance in Core Functions in Kenyan Secondary Schools,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Academic Journal of Interdisciplinary Studies', 'pages': '89 - 95', 'volume': '7'}"
4655,8b0b8440bd6ea019a758e9828dcc2775a9808d86,A fair go? The gender pay gap among corporate executives in Australian firms,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'The International Journal of Human Resource Management', 'pages': '1636 - 1660', 'volume': '29'}"
4656,feff800a1fe4482267143e336e94976a1178251c,Didactic Contract as a Key to Interpreting Gender Differences in Maths,,"[{'category': 'Education', 'source': 's2-fos-model'}]",{'name': 'ECPS - Educational Cultural and Psychological Studies'}
4657,57918588cadaaa590dc166cd08f4e1de7df270f8,Gender Differences in the Impact of Cognitive Function on Health Literacy among Older Adults with Heart Failure,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'International Journal of Environmental Research and Public Health', 'volume': '15'}"
4658,25c4c47efb415c7ca2f3eb45f60e8e4848982741,"Gender differences in career development awards in United States’ anesthesiology and surgery departments, 2006–2016",['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'BMC Anesthesiology', 'volume': '18'}"
4659,f5905701ff70a15693db55635822d7b50c509617,Minimum Wages and the Gender Gap in Pay: New Evidence from the United Kingdom and Ireland,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'Economic Growth eJournal'}
4660,2b7abd57855124cb72c6543112a49f6997534709,A structural model exploring gender differences in perceived constraints to competition climbing,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Annals of Leisure Research', 'pages': '444 - 462', 'volume': '22'}"
4661,92118faf27749fe1b98083d20ed3fac0f36dba41,"Relationship Between Obesity, Physical Activity, and Cardiorespiratory Fitness Levels in Children and Adolescents in Bosnia and Herzegovina: An Analysis of Gender Differences",['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Frontiers in Physiology', 'volume': '9'}"
4662,edfc16b3386035105b1836463cf451ca94138822,"Sweet, Sweet Science: Addressing the Gender Gap in STEM Disciplines through a One-Day High School Program in Sugar Chemistry",,"[{'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Journal of Chemical Education', 'pages': '1316-1322', 'volume': '95'}"
4663,045f9e14240a5c0788822ac1f63a5b7918141533,Association of Anthropometric Indices of Obesity with Hypertension in Chinese Elderly: An Analysis of Age and Gender Differences,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'International Journal of Environmental Research and Public Health', 'volume': '15'}"
4664,d23ce9e113a33c31c197397b310f85e28fabcec0,Racial-Ethnic and Gender Differences in Returns to Cohabitation and Marriage: Evidence from the Current Population Survey,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
4665,9e20ec0dfc9727a5882702153e20d0b10043e952,Gender Differences in the Recurrence Timing of Patients Undergoing Resection for Non-Small Cell Lung Cancer,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Asian Pacific Journal of Cancer Prevention : APJCP', 'pages': '719 - 724', 'volume': '19'}"
4666,18b3fd01db7f0ff002ea18187eb30f8b94b00006,"Gender Differences in Social Mastery Motivation and Its Relationships to Vocabulary Knowledge, Behavioral Self-Regulation, and Socioemotional Skills",['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Early Education and Development', 'pages': '280 - 293', 'volume': '30'}"
4667,e981af1e658607af81770e2c87c35667e416fc9b,Gender difference in factors affecting the medial longitudinal arch height of the foot in healthy young adults,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 's2-fos-model'}]","{'name': 'Journal of Physical Therapy Science', 'pages': '675 - 679', 'volume': '30'}"
4668,4c46f52b0d5e460d2d8d8b7711446eef3186ff63,Are there gender differences in associations of effort–reward imbalance at work with self-reported doctor-diagnosed depression? Prospective evidence from the German Socio-Economic Panel,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'International Archives of Occupational and Environmental Health', 'pages': '435-443', 'volume': '91'}"
4669,27757520cf9d2fb06b78ab2814bf6a2f17850c70,Gender Differences in Escapist Uses of Sexually Explicit Internet Material: Results from a German Probability Sample,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Sexuality & Culture', 'pages': '1171-1188', 'volume': '22'}"
4670,337dc922e1531c65b2f72038db2434a2e1abd3ce,The gender wage gap in the tourism industry : evidence from Australia,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Tourism Analysis', 'pages': '137-149', 'volume': '23'}"
4671,d2698afeab95e927a49b39be721f8f42c101c154,"Severe-to-profound hearing impairment: demographic data, gender differences and benefits of audiological rehabilitation",['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Disability and Rehabilitation', 'pages': '2766 - 2774', 'volume': '41'}"
4672,dd73faac1e7f20afbad9ce4685e0ce74bb7c9a0c,"Gender similarity, coworker support, and job attitudes: An occupation’s creative requirement can make a difference",['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of Management & Organization', 'pages': '880 - 898', 'volume': '26'}"
4673,e60ea0223f9a49201a8258d47cbb9ecd993d3dbd,Indonesian adolescents’ EFL reading comprehension: Gender differences and the influence of parental background,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]",{'name': 'Indonesian Journal of Applied Linguistics'}
4674,2634f241b266db0a7d674de2c2f904fcf98d7428,Race and Gender Differences in Attitudes Toward Help Seeking Among Marginalized Young Adults With Mood Disorders: A Mixed-Methods Investigation,"['Medicine', 'Psychology']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Psychiatric Rehabilitation Journal', 'pages': '277–289', 'volume': '41'}"
4675,0fa4996c4ba9eb4a828f7b4056675b570abbe0b5,Teaching older workers new tricks: workplace practices and gender training differences in nine European countries,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'Ageing and Society', 'pages': '2170 - 2193', 'volume': '39'}"
4676,a83100c6e96a61ede8fb8eda0a46cabeed692467,Gender and Country Differences in Alcohol-Aggression Expectancy and Alcohol-Related Intimate Partner Violence,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Deviant Behavior', 'pages': '554 - 575', 'volume': '39'}"
4677,6857af17c7922aa7d5d217339a456bd710d6f24d,Urinary Bladder Cancer in Egypt: Are There Gender Differences in Its Histopathological Presentation?,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Advances in Urology', 'volume': '2018'}"
4678,c466734a21a17f25b9af2f2bc7a9015827a6611d,Female Leadership and Role Congruity within the Clergy: Communal Leaders Experience No Gender Differences Yet Agentic Women Continue to Suffer Backlash,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Sex Roles', 'pages': '409-422', 'volume': '78'}"
4679,580be6805743d9a717a12c457cd7fcf988bb1056,Gender differences in mental health and substance use disorders and related healthcare services utilization,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'The American Journal on Addictions', 'pages': '9–15', 'volume': '28'}"
4680,b1eac0a766049885e882b62e1149d7fa49706501,On the Gender Gap in Financial Knowledge: Decomposing the Effects of Don't Know and Incorrect Responses*,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",{'name': 'Social Science Quarterly'}
4681,142fae05138c5d8db62fe4037ad0508226410360,Who Would Put Their Child Alone In An Autonomous Vehicle? Preliminary Look At Gender Differences,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Proceedings of the Human Factors and Ergonomics Society Annual Meeting', 'pages': '256 - 259', 'volume': '62'}"
4682,57ab7704a499347869d35adb1aceb38d7b7ea5a8,Adult Empathy: Possible Gender Differences in Gene-Environment Architecture for Cognitive and Emotional Components in a Large Italian Twin Sample,"['Medicine', 'Psychology']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Twin Research and Human Genetics', 'pages': '214 - 226', 'volume': '21'}"
4683,44b01bce21caf7dadb68ecfcb418f41d8b3bdb22,“Boy Crisis” or “Girl Risk”? The Gender Difference in Nonsuicidal Self-Injurious Behavior Among Middle-School Students in China and its Relationship to Gender Role Conflict and Violent Experiences,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': ""American Journal of Men's Health"", 'pages': '1275 - 1285', 'volume': '12'}"
