,Title,Year,Author,PublicationType,CitationCount,URL
137310,Age and Gender Differences in the Relation Between School-Related Social Support and Subjective Well-Being in School Among Students,2016,E. Huebner,,146,https://www.semanticscholar.org/paper/ecdaf95c70ae05a3f12339469cc78ca72be0d871
137313,The Dark Side of Competition: Gender Differences,2016,X. Zhang,,23,https://www.semanticscholar.org/paper/d75a6155f29cadb758420f094231667d6ffa30a1
137337,Competing for the benefit of offspring eliminates the gender gap in competitiveness,2016,Y. J. Zhang,['JournalArticle'],72,https://www.semanticscholar.org/paper/fac92e2b35ad71df0cab2831c0860313f686b91c
137544,Gender Wage Gap,2016,J. Jacobsen,,14,https://www.semanticscholar.org/paper/deab8c04730cdb8658a37c7efbbf54dbebd2e929
137617,An Update on Gender Differences in the Characteristics Associated with Problem Gambling: a Systematic Review,2016,S. Merkouris,['Review'],68,https://www.semanticscholar.org/paper/1311bac216a18b9264128d8f3fd1131d5d32bc83
137619,An Update on Gender Differences in the Characteristics Associated with Problem Gambling: a Systematic Review,2016,K. Shandley,['Review'],68,https://www.semanticscholar.org/paper/1311bac216a18b9264128d8f3fd1131d5d32bc83
137620,An Update on Gender Differences in the Characteristics Associated with Problem Gambling: a Systematic Review,2016,S. Rodda,['Review'],68,https://www.semanticscholar.org/paper/1311bac216a18b9264128d8f3fd1131d5d32bc83
137621,An Update on Gender Differences in the Characteristics Associated with Problem Gambling: a Systematic Review,2016,E. Oldenhof,['Review'],68,https://www.semanticscholar.org/paper/1311bac216a18b9264128d8f3fd1131d5d32bc83
137622,An Update on Gender Differences in the Characteristics Associated with Problem Gambling: a Systematic Review,2016,N. Dowling,['Review'],68,https://www.semanticscholar.org/paper/1311bac216a18b9264128d8f3fd1131d5d32bc83
137825,Gender differences in mental health during the economic crisis.,2016,M. Gili,"['JournalArticle', 'Study']",31,https://www.semanticscholar.org/paper/9ab2d57d6267d28ca4f57ff26044a339085c9fb2
137830,Gender differences in mental health during the economic crisis.,2016,M. García-Toro,"['JournalArticle', 'Study']",31,https://www.semanticscholar.org/paper/9ab2d57d6267d28ca4f57ff26044a339085c9fb2
137831,Gender differences in mental health during the economic crisis.,2016,J. García-Campayo,"['JournalArticle', 'Study']",31,https://www.semanticscholar.org/paper/9ab2d57d6267d28ca4f57ff26044a339085c9fb2
137832,Gender differences in mental health during the economic crisis.,2016,M. Roca,"['JournalArticle', 'Study']",31,https://www.semanticscholar.org/paper/9ab2d57d6267d28ca4f57ff26044a339085c9fb2
137838,Gender differences in career planning and success,2016,N. Takeuchi,,20,https://www.semanticscholar.org/paper/632eed0162dc024333b4d6a6664b1fa86509c158
137854,Understanding the gender gap: Social cognitive changes during an introductory stem course.,2016,E. Hardin,['JournalArticle'],66,https://www.semanticscholar.org/paper/294c6051e0f50b589d7be45c9d08caaef51686ca
138002,Gender Differences in Willingness to Compete: The Role of Culture and Institutions,2016,Alison L. Booth,,63,https://www.semanticscholar.org/paper/1f92d072fb4d61ebd354f6a9ab984273d1ab6b9d
138199,"Learning to Program: Gender Differences and Interactive Effects of Students' Motivation, Goals, and Self-Efficacy on Performance",2016,A. Lishinski,"['JournalArticle', 'Book']",116,https://www.semanticscholar.org/paper/f7b1e25c700284db75ffde97c09eb486e7aff73f
138202,"Learning to Program: Gender Differences and Interactive Effects of Students' Motivation, Goals, and Self-Efficacy on Performance",2016,R. Enbody,"['JournalArticle', 'Book']",116,https://www.semanticscholar.org/paper/f7b1e25c700284db75ffde97c09eb486e7aff73f
138347,"Inequality, Gender Gaps and Economic Growth: Comparative Evidence for Sub-Saharan Africa",2016,Dalia S. Hakura,,58,https://www.semanticscholar.org/paper/99d832cc8100823d82477bfa86842dba6e836bfa
138348,"Inequality, Gender Gaps and Economic Growth: Comparative Evidence for Sub-Saharan Africa",2016,M. Hussain,,58,https://www.semanticscholar.org/paper/99d832cc8100823d82477bfa86842dba6e836bfa
138350,"Inequality, Gender Gaps and Economic Growth: Comparative Evidence for Sub-Saharan Africa",2016,Vimal J. Thakoor,,58,https://www.semanticscholar.org/paper/99d832cc8100823d82477bfa86842dba6e836bfa
138400,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,A. Intorcia,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138401,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,L. Sue,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138403,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,Jeffrey R. Wilson,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138404,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,Kathryn J. Davis,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138405,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,M. Sabbagh,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138406,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,C. Belden,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138407,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,R. Caselli,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138408,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,C. Adler,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138409,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,B. Woodruff,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138410,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,Steven Z. Rapscak,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138411,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,G. Ahern,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138412,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,A. Burke,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138413,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,S. Jacobson,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138414,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,H. Shill,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138417,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,E. Reiman,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138418,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,T. Beach,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138419,"Gender Differences in Alzheimer Disease: Brain Atrophy, Histopathology Burden, and Cognition",2016,G. Serrano,['JournalArticle'],60,https://www.semanticscholar.org/paper/09a2b39a5d7dbce7cb296eb7b3e799d28700a862
138427,Juxtaposing the Black and White Gender Gap: Race and Gender Differentiation in College Enrollment Predictors,2016,Tomeka M. Davis,,16,https://www.semanticscholar.org/paper/bb935302aca28c0367f3427362aac01eb3ba8c45
138437,The Role of Gender Differences in the Impact of CSR Perceptions on Corporate Marketing Outcomes,2016,J. H. Jang,,59,https://www.semanticscholar.org/paper/eaa6d39eb68857cce134992a3fc3ec8ee4f35ec4
138450,Equal work for unequal pay: the gender reimbursement gap for healthcare providers in the United States,2016,T. Desai,"['JournalArticle', 'Review']",58,https://www.semanticscholar.org/paper/b61cef898d11404e60d71f77e6baed6e13ce22ba
138451,Equal work for unequal pay: the gender reimbursement gap for healthcare providers in the United States,2016,S. Ali,"['JournalArticle', 'Review']",58,https://www.semanticscholar.org/paper/b61cef898d11404e60d71f77e6baed6e13ce22ba
138452,Equal work for unequal pay: the gender reimbursement gap for healthcare providers in the United States,2016,X. Fang,"['JournalArticle', 'Review']",58,https://www.semanticscholar.org/paper/b61cef898d11404e60d71f77e6baed6e13ce22ba
138454,Equal work for unequal pay: the gender reimbursement gap for healthcare providers in the United States,2016,P. Jawa,"['JournalArticle', 'Review']",58,https://www.semanticscholar.org/paper/b61cef898d11404e60d71f77e6baed6e13ce22ba
138455,Equal work for unequal pay: the gender reimbursement gap for healthcare providers in the United States,2016,T. Vachharajani,"['JournalArticle', 'Review']",58,https://www.semanticscholar.org/paper/b61cef898d11404e60d71f77e6baed6e13ce22ba
138545,Gender differences in fatigability and muscle activity responses to a short-cycle repetitive task,2016,D. Srinivasan,"['JournalArticle', 'Study']",57,https://www.semanticscholar.org/paper/aea8d519e0ed77fe353f8cb855732fb0adb07f59
138546,Gender differences in fatigability and muscle activity responses to a short-cycle repetitive task,2016,K. Sinden,"['JournalArticle', 'Study']",57,https://www.semanticscholar.org/paper/aea8d519e0ed77fe353f8cb855732fb0adb07f59
138547,Gender differences in fatigability and muscle activity responses to a short-cycle repetitive task,2016,S. Mathiassen,"['JournalArticle', 'Study']",57,https://www.semanticscholar.org/paper/aea8d519e0ed77fe353f8cb855732fb0adb07f59
138648,Gender gap in innovation: a confused link?,2016,O. Yousfi,,18,https://www.semanticscholar.org/paper/89843dff04bdafc031b8f13fbae391fc6342ea1d
138716,Prevalence and gender differences in symptomatology of posttraumatic stress disorder and depression among Iraqi Yazidis displaced into Turkey,2016,A. Tekin,['JournalArticle'],97,https://www.semanticscholar.org/paper/63ea00581709ddafbebb6ff5c1df3fb7528f8e59
138717,Prevalence and gender differences in symptomatology of posttraumatic stress disorder and depression among Iraqi Yazidis displaced into Turkey,2016,H. Karadağ,['JournalArticle'],97,https://www.semanticscholar.org/paper/63ea00581709ddafbebb6ff5c1df3fb7528f8e59
138719,Prevalence and gender differences in symptomatology of posttraumatic stress disorder and depression among Iraqi Yazidis displaced into Turkey,2016,M. Tekin,['JournalArticle'],97,https://www.semanticscholar.org/paper/63ea00581709ddafbebb6ff5c1df3fb7528f8e59
138721,Prevalence and gender differences in symptomatology of posttraumatic stress disorder and depression among Iraqi Yazidis displaced into Turkey,2016,G. Alpak,['JournalArticle'],97,https://www.semanticscholar.org/paper/63ea00581709ddafbebb6ff5c1df3fb7528f8e59
138729,"Age and Gender Differences in Relationships Among Emotion Regulation, Mood, and Mental Health",2016,K. Masumoto,['JournalArticle'],53,https://www.semanticscholar.org/paper/49e85e48ac18d8cd21e398e9534a0f994f60a2cd
138731,"Age and Gender Differences in Relationships Among Emotion Regulation, Mood, and Mental Health",2016,M. Shiozaki,['JournalArticle'],53,https://www.semanticscholar.org/paper/49e85e48ac18d8cd21e398e9534a0f994f60a2cd
138896,What Explains the Gender Gap in College Track Dropout? Experimental and Administrative Evidence,2016,A. Cappelen,,54,https://www.semanticscholar.org/paper/0edcd1ecf9603ea586c30e9d4de8c1e41c2e994a
138897,What Explains the Gender Gap in College Track Dropout? Experimental and Administrative Evidence,2016,K. Salvanes,,54,https://www.semanticscholar.org/paper/0edcd1ecf9603ea586c30e9d4de8c1e41c2e994a
138899,What Explains the Gender Gap in College Track Dropout? Experimental and Administrative Evidence,2016,B. Tungodden,,54,https://www.semanticscholar.org/paper/0edcd1ecf9603ea586c30e9d4de8c1e41c2e994a
138955,"Examining Student Satisfaction and Gender Differences in Technology-Supported, Blended Learning",2016,G. Zhang,['JournalArticle'],51,https://www.semanticscholar.org/paper/6485cc98d91c787207a0d17ae2bbdcfbd78ce7a4
138956,"Examining Student Satisfaction and Gender Differences in Technology-Supported, Blended Learning",2016,S. Ravindran,['JournalArticle'],51,https://www.semanticscholar.org/paper/6485cc98d91c787207a0d17ae2bbdcfbd78ce7a4
139018,Gender Differences in Weight-Related Attitudes and Behaviors Among Overweight and Obese Adults in the United States,2016,Sandra A. Tsai,"['JournalArticle', 'Review']",92,https://www.semanticscholar.org/paper/760cef4a0e5225a118b5c2501a83d7cad7e24f5f
139019,Gender Differences in Weight-Related Attitudes and Behaviors Among Overweight and Obese Adults in the United States,2016,N. Lv,"['JournalArticle', 'Review']",92,https://www.semanticscholar.org/paper/760cef4a0e5225a118b5c2501a83d7cad7e24f5f
139032,Plate and Prejudice: Gender Differences in Online Cooking,2016,E. Herder,"['Book', 'JournalArticle']",25,https://www.semanticscholar.org/paper/d4e46e93fdcb78427e49ac2b0897962256c6fed4
139033,Plate and Prejudice: Gender Differences in Online Cooking,2016,T. Kusmierczyk,"['Book', 'JournalArticle']",25,https://www.semanticscholar.org/paper/d4e46e93fdcb78427e49ac2b0897962256c6fed4
139034,Plate and Prejudice: Gender Differences in Online Cooking,2016,C. Trattner,"['Book', 'JournalArticle']",25,https://www.semanticscholar.org/paper/d4e46e93fdcb78427e49ac2b0897962256c6fed4
139057,Gender differences in white matter pathology and mitochondrial dysfunction in Alzheimer’s disease with cerebrovascular disease,2016,X. Gallart‐Palau,['JournalArticle'],51,https://www.semanticscholar.org/paper/c1dc0487841c31d00279b589257ac12515070576
139058,Gender differences in white matter pathology and mitochondrial dysfunction in Alzheimer’s disease with cerebrovascular disease,2016,B. Lee,['JournalArticle'],51,https://www.semanticscholar.org/paper/c1dc0487841c31d00279b589257ac12515070576
139059,Gender differences in white matter pathology and mitochondrial dysfunction in Alzheimer’s disease with cerebrovascular disease,2016,S. Adav,['JournalArticle'],51,https://www.semanticscholar.org/paper/c1dc0487841c31d00279b589257ac12515070576
139061,Gender differences in white matter pathology and mitochondrial dysfunction in Alzheimer’s disease with cerebrovascular disease,2016,A. Serra,['JournalArticle'],51,https://www.semanticscholar.org/paper/c1dc0487841c31d00279b589257ac12515070576
139062,Gender differences in white matter pathology and mitochondrial dysfunction in Alzheimer’s disease with cerebrovascular disease,2016,J. Park,['JournalArticle'],51,https://www.semanticscholar.org/paper/c1dc0487841c31d00279b589257ac12515070576
139063,Gender differences in white matter pathology and mitochondrial dysfunction in Alzheimer’s disease with cerebrovascular disease,2016,M. Lai,['JournalArticle'],51,https://www.semanticscholar.org/paper/c1dc0487841c31d00279b589257ac12515070576
139064,Gender differences in white matter pathology and mitochondrial dysfunction in Alzheimer’s disease with cerebrovascular disease,2016,Christopher P. Chen,['JournalArticle'],51,https://www.semanticscholar.org/paper/c1dc0487841c31d00279b589257ac12515070576
139065,Gender differences in white matter pathology and mitochondrial dysfunction in Alzheimer’s disease with cerebrovascular disease,2016,R. Kalaria,['JournalArticle'],51,https://www.semanticscholar.org/paper/c1dc0487841c31d00279b589257ac12515070576
139066,Gender differences in white matter pathology and mitochondrial dysfunction in Alzheimer’s disease with cerebrovascular disease,2016,S. Sze,['JournalArticle'],51,https://www.semanticscholar.org/paper/c1dc0487841c31d00279b589257ac12515070576
139078,Race and Gender Differences in the Use of Direct Acting Antiviral Agents for Hepatitis C Virus.,2016,F. Kanwal,['JournalArticle'],52,https://www.semanticscholar.org/paper/8112ff4cab601479d6883ac06870d5ec6f3a8ac8
139079,Race and Gender Differences in the Use of Direct Acting Antiviral Agents for Hepatitis C Virus.,2016,J. Kramer,['JournalArticle'],52,https://www.semanticscholar.org/paper/8112ff4cab601479d6883ac06870d5ec6f3a8ac8
139080,Race and Gender Differences in the Use of Direct Acting Antiviral Agents for Hepatitis C Virus.,2016,H. El‐Serag,['JournalArticle'],52,https://www.semanticscholar.org/paper/8112ff4cab601479d6883ac06870d5ec6f3a8ac8
139081,Race and Gender Differences in the Use of Direct Acting Antiviral Agents for Hepatitis C Virus.,2016,S. Frayne,['JournalArticle'],52,https://www.semanticscholar.org/paper/8112ff4cab601479d6883ac06870d5ec6f3a8ac8
139084,Race and Gender Differences in the Use of Direct Acting Antiviral Agents for Hepatitis C Virus.,2016,T. Taylor,['JournalArticle'],52,https://www.semanticscholar.org/paper/8112ff4cab601479d6883ac06870d5ec6f3a8ac8
139086,Race and Gender Differences in the Use of Direct Acting Antiviral Agents for Hepatitis C Virus.,2016,D. White,['JournalArticle'],52,https://www.semanticscholar.org/paper/8112ff4cab601479d6883ac06870d5ec6f3a8ac8
139087,Race and Gender Differences in the Use of Direct Acting Antiviral Agents for Hepatitis C Virus.,2016,S. Asch,['JournalArticle'],52,https://www.semanticscholar.org/paper/8112ff4cab601479d6883ac06870d5ec6f3a8ac8
139241,Gender difference in mobile phone use and the impact of digital device exposure on neck posture,2016,X. Guan,['JournalArticle'],50,https://www.semanticscholar.org/paper/f14a73dd4d1847c88537269dbcd312a017830104
139242,Gender difference in mobile phone use and the impact of digital device exposure on neck posture,2016,G. Fan,['JournalArticle'],50,https://www.semanticscholar.org/paper/f14a73dd4d1847c88537269dbcd312a017830104
139247,Gender difference in mobile phone use and the impact of digital device exposure on neck posture,2016,G. Gu,['JournalArticle'],50,https://www.semanticscholar.org/paper/f14a73dd4d1847c88537269dbcd312a017830104
139249,Gender difference in mobile phone use and the impact of digital device exposure on neck posture,2016,X. Gu,['JournalArticle'],50,https://www.semanticscholar.org/paper/f14a73dd4d1847c88537269dbcd312a017830104
139291,Gender Differences in the Factors Explaining Risky Behavior Online,2016,G. Mesch,['JournalArticle'],24,https://www.semanticscholar.org/paper/e094ac46948d3be66651ffc3e97acc871d84f1bd
139294,Social support and gender differences in coping with depression among emerging adults: a mixed-methods study,2016,S. Digiacomo,['JournalArticle'],47,https://www.semanticscholar.org/paper/9aa4bf2e41a2484838d6be0aebb30ff65acaf6f9
139323,Longitudinal Analysis of Gender Differences in Academic Productivity Among Medical Faculty Across 24 Medical Schools in the United States,2016,A. Raj,"['JournalArticle', 'Review']",85,https://www.semanticscholar.org/paper/2aadb22097ebe83a64f9ca3bf762ca5a0fe2b583
139324,Longitudinal Analysis of Gender Differences in Academic Productivity Among Medical Faculty Across 24 Medical Schools in the United States,2016,P. Carr,"['JournalArticle', 'Review']",85,https://www.semanticscholar.org/paper/2aadb22097ebe83a64f9ca3bf762ca5a0fe2b583
139326,Longitudinal Analysis of Gender Differences in Academic Productivity Among Medical Faculty Across 24 Medical Schools in the United States,2016,N. Terrin,"['JournalArticle', 'Review']",85,https://www.semanticscholar.org/paper/2aadb22097ebe83a64f9ca3bf762ca5a0fe2b583
139327,Longitudinal Analysis of Gender Differences in Academic Productivity Among Medical Faculty Across 24 Medical Schools in the United States,2016,J. Breeze,"['JournalArticle', 'Review']",85,https://www.semanticscholar.org/paper/2aadb22097ebe83a64f9ca3bf762ca5a0fe2b583
139328,Longitudinal Analysis of Gender Differences in Academic Productivity Among Medical Faculty Across 24 Medical Schools in the United States,2016,K. Freund,"['JournalArticle', 'Review']",85,https://www.semanticscholar.org/paper/2aadb22097ebe83a64f9ca3bf762ca5a0fe2b583
139330,Are Gender Differences in Performance Innate or Socially Mediated?,2016,M. Jones,,24,https://www.semanticscholar.org/paper/135448fe05b6b975c1f1959f125fd334a76f32e5
139332,Are Gender Differences in Performance Innate or Socially Mediated?,2016,A. Mobarak,,24,https://www.semanticscholar.org/paper/135448fe05b6b975c1f1959f125fd334a76f32e5
139475,Sexual and Gender Minority Youth Suicide: Understanding Subgroup Differences to Inform Interventions.,2016,J. Putney,['JournalArticle'],46,https://www.semanticscholar.org/paper/ccfb4747188426b0e55fcb7bf37805781f723901
139478,Sexual and Gender Minority Youth Suicide: Understanding Subgroup Differences to Inform Interventions.,2016,L. Aguinaldo,['JournalArticle'],46,https://www.semanticscholar.org/paper/ccfb4747188426b0e55fcb7bf37805781f723901
139516,Gender Differences in the Developmental Links Between Conduct Problems and Depression Across Early Adolescence.,2016,Arin M. Connell,['JournalArticle'],45,https://www.semanticscholar.org/paper/23322390eab7737210a1bc218ba8c373f7a22562
139549,Gender differences in the effects of education and coercion on reducing buffet plate waste,2016,C. Kuo,,46,https://www.semanticscholar.org/paper/e1ad20fbe6c685163e22d9ccb827a78a6d26118d
139554,Understanding the Changing Dynamics of the Gender Gap in Undergraduate Engineering Majors: 1971–2011,2016,L. Sax,,46,https://www.semanticscholar.org/paper/72952400383aff468fb6e414ace41155e0d6fe37
139555,Understanding the Changing Dynamics of the Gender Gap in Undergraduate Engineering Majors: 1971–2011,2016,M. Allison Kanny,,46,https://www.semanticscholar.org/paper/72952400383aff468fb6e414ace41155e0d6fe37
139556,Understanding the Changing Dynamics of the Gender Gap in Undergraduate Engineering Majors: 1971–2011,2016,J. Jacobs,,46,https://www.semanticscholar.org/paper/72952400383aff468fb6e414ace41155e0d6fe37
139558,Understanding the Changing Dynamics of the Gender Gap in Undergraduate Engineering Majors: 1971–2011,2016,D. Weintraub,,46,https://www.semanticscholar.org/paper/72952400383aff468fb6e414ace41155e0d6fe37
139559,Understanding the Changing Dynamics of the Gender Gap in Undergraduate Engineering Majors: 1971–2011,2016,A. Hroch,,46,https://www.semanticscholar.org/paper/72952400383aff468fb6e414ace41155e0d6fe37
139595,"Job insecurity, workload and job exhaustion in temporary agency workers (TAWs): Gender differences",2016,M. Chambel,,46,https://www.semanticscholar.org/paper/09682d288e788ebbc16649b97b5b51ce6621ee4d
139736,Gender Differences in Online High School Courses,2016,S. Lowes,,15,https://www.semanticscholar.org/paper/485dba788fae163a7f77df7ae58c303adcc4a561
139738,Gender Differences in Online High School Courses,2016,Brian R.C. Kinghorn,,15,https://www.semanticscholar.org/paper/485dba788fae163a7f77df7ae58c303adcc4a561
139785,Gender Differences in Verbal and Visuospatial Working Memory Performance and Networks,2016,D. Zilles,['JournalArticle'],44,https://www.semanticscholar.org/paper/298296e4ac9c8b0444d3c0cf237ac2ec0a1d3adf
139786,Gender Differences in Verbal and Visuospatial Working Memory Performance and Networks,2016,M. Lewandowski,['JournalArticle'],44,https://www.semanticscholar.org/paper/298296e4ac9c8b0444d3c0cf237ac2ec0a1d3adf
139788,Gender Differences in Verbal and Visuospatial Working Memory Performance and Networks,2016,I. Henseler,['JournalArticle'],44,https://www.semanticscholar.org/paper/298296e4ac9c8b0444d3c0cf237ac2ec0a1d3adf
139789,Gender Differences in Verbal and Visuospatial Working Memory Performance and Networks,2016,E. Diekhof,['JournalArticle'],44,https://www.semanticscholar.org/paper/298296e4ac9c8b0444d3c0cf237ac2ec0a1d3adf
139790,Gender Differences in Verbal and Visuospatial Working Memory Performance and Networks,2016,T. Melcher,['JournalArticle'],44,https://www.semanticscholar.org/paper/298296e4ac9c8b0444d3c0cf237ac2ec0a1d3adf
139791,Gender Differences in Verbal and Visuospatial Working Memory Performance and Networks,2016,M. Keil,['JournalArticle'],44,https://www.semanticscholar.org/paper/298296e4ac9c8b0444d3c0cf237ac2ec0a1d3adf
139792,Gender Differences in Verbal and Visuospatial Working Memory Performance and Networks,2016,O. Gruber,['JournalArticle'],44,https://www.semanticscholar.org/paper/298296e4ac9c8b0444d3c0cf237ac2ec0a1d3adf
139829,Cohort and Gender Differences in Psychosocial Adjustment to Later-Life Widowhood.,2016,P. Perrig-Chiello,"['JournalArticle', 'Review']",44,https://www.semanticscholar.org/paper/a9ed512d5f7bd590805fb20089f2778ced9b9bc9
139830,Cohort and Gender Differences in Psychosocial Adjustment to Later-Life Widowhood.,2016,S. Spahni,"['JournalArticle', 'Review']",44,https://www.semanticscholar.org/paper/a9ed512d5f7bd590805fb20089f2778ced9b9bc9
139832,Cohort and Gender Differences in Psychosocial Adjustment to Later-Life Widowhood.,2016,D. Carr,"['JournalArticle', 'Review']",44,https://www.semanticscholar.org/paper/a9ed512d5f7bd590805fb20089f2778ced9b9bc9
139960,Effects of Antipsychotics on Bone Mineral Density in Patients with Schizophrenia: Gender Differences,2016,H. Lane,"['Review', 'JournalArticle']",42,https://www.semanticscholar.org/paper/70a1f26ee7a18699b36d672a02a90dc542bae5e7
139998,"Do gender differences persist? An examination of gender diversity on firm performance, risk, and executive compensation",2016,Alexa A. Perryman,,266,https://www.semanticscholar.org/paper/45fb50634101ddfd4bcce7d042b2a3a795a8a5fd
139999,"Do gender differences persist? An examination of gender diversity on firm performance, risk, and executive compensation",2016,Guy D. Fernando,,266,https://www.semanticscholar.org/paper/45fb50634101ddfd4bcce7d042b2a3a795a8a5fd
140047,Gender Differences in Regional Brain Activity in Patients with Chronic Primary Insomnia: Evidence from a Resting-State fMRI Study.,2016,H. Gong,['JournalArticle'],75,https://www.semanticscholar.org/paper/e6684657701e00f132e0d4f7177f191ea0035235
140049,Gender Differences in Regional Brain Activity in Patients with Chronic Primary Insomnia: Evidence from a Resting-State fMRI Study.,2016,Yi-Xiang J. Wang,['JournalArticle'],75,https://www.semanticscholar.org/paper/e6684657701e00f132e0d4f7177f191ea0035235
140081,"Partner violence, power, and gender differences in South African adolescents' HIV/sexually transmitted infections risk behaviors.",2016,A. Teitelman,['JournalArticle'],41,https://www.semanticscholar.org/paper/2373e1649ad53b5961ec980615214681ac44405a
140082,"Partner violence, power, and gender differences in South African adolescents' HIV/sexually transmitted infections risk behaviors.",2016,J. Jemmott,['JournalArticle'],41,https://www.semanticscholar.org/paper/2373e1649ad53b5961ec980615214681ac44405a
140083,"Partner violence, power, and gender differences in South African adolescents' HIV/sexually transmitted infections risk behaviors.",2016,S. Bellamy,['JournalArticle'],41,https://www.semanticscholar.org/paper/2373e1649ad53b5961ec980615214681ac44405a
140084,"Partner violence, power, and gender differences in South African adolescents' HIV/sexually transmitted infections risk behaviors.",2016,L. Icard,['JournalArticle'],41,https://www.semanticscholar.org/paper/2373e1649ad53b5961ec980615214681ac44405a
140086,"Partner violence, power, and gender differences in South African adolescents' HIV/sexually transmitted infections risk behaviors.",2016,G. A. Heeren,['JournalArticle'],41,https://www.semanticscholar.org/paper/2373e1649ad53b5961ec980615214681ac44405a
140087,"Partner violence, power, and gender differences in South African adolescents' HIV/sexually transmitted infections risk behaviors.",2016,Z. Ngwane,['JournalArticle'],41,https://www.semanticscholar.org/paper/2373e1649ad53b5961ec980615214681ac44405a
140088,"Partner violence, power, and gender differences in South African adolescents' HIV/sexually transmitted infections risk behaviors.",2016,S. Ratcliffe,['JournalArticle'],41,https://www.semanticscholar.org/paper/2373e1649ad53b5961ec980615214681ac44405a
140110,Gender Differences in Learning Outcomes from the College Experiences of Engineering Students,2016,D. Knight,,42,https://www.semanticscholar.org/paper/cea9bac1611c49e36e223cbda8e57fbef48b109f
140168,Addressing the gender gap: Prolonged exposure for PTSD in veterans.,2016,E. Mouilso,['JournalArticle'],21,https://www.semanticscholar.org/paper/15c277975869ba19d994b85763984a66c7715b0d
140170,Addressing the gender gap: Prolonged exposure for PTSD in veterans.,2016,P. Schnurr,['JournalArticle'],21,https://www.semanticscholar.org/paper/15c277975869ba19d994b85763984a66c7715b0d
140171,Addressing the gender gap: Prolonged exposure for PTSD in veterans.,2016,S. Rauch,['JournalArticle'],21,https://www.semanticscholar.org/paper/15c277975869ba19d994b85763984a66c7715b0d
140266,Gender Differences in Performance Predictions: Evidence from the Cognitive Reflection Test,2016,P. Ring,['JournalArticle'],40,https://www.semanticscholar.org/paper/024856c05b7e28eebfc63a86ea3acfccdcf90c7f
